seed_id,question,seed_answer,tracked_claim,verification_status,verification_reason,queries,sources
seedfb_moderate_034,give me a list of advantages and disadvantages between self hosting gitea in digital ocean versus hiring github as a software as a service,"Here's a clear comparison between **self-hosting Gitea on Digital Ocean** vs. using **GitHub as a SaaS** (GitHub.com).

### GitHub (SaaS) vs Self-Hosted Gitea on Digital Ocean

| Aspect                        | **GitHub (SaaS)**                                      | **Self-Hosted Gitea on Digital Ocean**                          | Winner |
|------------------------------|---------------------------------------------------------|------------------------------------------------------------------|--------|
| **Cost**                     | Free for public repos. Private repos start at $4/user/mo (Teams). Can get expensive at scale. | Very cheap. A basic droplet (~$4–6/mo) can run Gitea for many users. | Gitea |
| **Maintenance & Operations** | None. GitHub handles everything.                       | You handle updates, backups, security patches, and monitoring.   | GitHub |
| **Reliability & Uptime**     | Extremely high (enterprise-grade infrastructure).      | Depends on you. You must set up monitoring, backups, and failover. | GitHub |
| **Features & Polish**        | Excellent. Advanced PRs, Projects, Actions, Codespaces, security tools (Dependabot, CodeQL), etc. | Basic but functional. Has issues, PRs, and wiki, but much simpler. | GitHub |
| **CI/CD**                    | GitHub Actions (very powerful and mature).             | No built-in CI. You need to set up Woodpecker, Drone, or self-hosted Actions runners. | GitHub |
| **Integrations & Ecosystem** | Massive ecosystem and marketplace.                     | Limited. Fewer third-party integrations.                         | GitHub |
| **Data Privacy & Control**   | Your code is on GitHub’s servers.                      | Full control. Code stays on your infrastructure.                 | Gitea |
| **Customization**            | Limited (mostly through GitHub Apps).                  | High. You can modify the instance, themes, and add custom features. | Gitea |
| **Performance & Resources**  | Very good, but you have usage limits on free plan.     | Lightweight. Gitea runs well even on small droplets ($4–6/mo).   | Gitea |
| **Scalability**              | Excellent out of the box.                              | Manual. You have to scale the server or add replicas yourself.   | GitHub |
| **Security Responsibility**  | GitHub handles most of it.                             | You are responsible for securing the server and application.     | GitHub |
| **Vendor Lock-in**           | Moderate (easy to export repos, but lose Actions/workflows). | Low. You fully own the data and can migrate easily.              | Gitea |
| **Collaboration Features**   | Very strong (reviews, projects, discussions, etc.).    | Basic. Good for small teams, weaker for large/complex workflows. | GitHub |
| **Best For**                 | Teams that want convenience and rich features.         | Individuals, small teams, or privacy-conscious users on a budget. | - |

### Summary Recommendation

| Use Case                                      | Recommended Option          | Reason |
|-----------------------------------------------|-----------------------------|--------|
| Want minimal maintenance and best features    | **GitHub**                  | Much more polished and feature-rich |
| Small team / personal projects on a budget    | **Gitea on Digital Ocean**  | Significantly cheaper |
| Strong data privacy or compliance needs       | **Gitea**                   | Full data ownership |
| Need advanced CI/CD and integrations          | **GitHub**                  | GitHub Actions + ecosystem |
| Want full control and customization           | **Gitea**                   | You own everything |
| Large team or open source project             | **GitHub**                  | Better collaboration tools |

### Quick Verdict

- **Choose GitHub** if you value **time, features, and reliability** over cost.
- **Choose Gitea on Digital Ocean** if you want **low cost, control, and privacy** and are willing to handle maintenance.

Would you like a more detailed breakdown focused on cost or maintenance effort?",Private repositories on GitHub start at $4 per user per month (Teams).,VERIFIED_FALSE,"GitHub's own pricing page shows private repositories are included in the Free plan at $0/month (""Unlimited public/private repositories""), so private repos do not start at $4/user/month; the Team plan is $4/user/month but is not the minimum cost for private repositories.",GitHub pricing private repositories teams plan per user month cost,https://github.com/pricing | https://docs.github.com/get-started/learning-about-github/githubs-products
seedfb_hard_036,How to describe The Hundred to a cricket fan?,"**The Hundred** is basically ""T20 but trimmed and repackaged.""

### Core idea
Instead of 20 overs (120 legal deliveries), each team faces **100 balls**. That’s it. The whole match is designed to finish in roughly **2½ hours** (including the innings break), so it’s shorter and more condensed than a normal T20 game.

### How it actually feels different to a cricket fan

| Aspect              | T20                          | The Hundred                     | What it changes for the viewer |
|---------------------|------------------------------|----------------------------------|--------------------------------|
| **Length**          | 120 balls                    | 100 balls                        | ~20–25 minutes shorter         |
| **Overs**           | 20 × 6-ball overs            | No overs; bowlers bowl in sets of 5 or 10 balls | Less stop-start, more continuous action |
| **Bowling limits**  | Max 4 overs                  | Max 20 balls per bowler          | More even workload, less ""death bowler vs finisher"" predictability |
| **Powerplay**       | First 6 overs                | First 25 balls + one ""Power Surge"" (10 balls later) | Two distinct phases instead of one |
| **Strategic breaks**| Drinks only                  | One 2½-minute timeout per innings | Coaches can reset tactics visibly |
| **Pace**            | Already quick                | Even quicker between balls       | Feels like a highlights package live |

### The practical differences you’ll notice
- **Bowling changes** feel more frequent and tactical because the “set” lengths are flexible. A captain can bowl 10 balls in a row with one bowler or split them.
- The **Power Surge** (10 consecutive balls with only 2 fielders outside the ring) usually happens in the middle or at the end, so you often get a second burst of hitting rather than just the traditional powerplay slog.
- Matches rarely drag. Even if the batting side collapses, the game is usually done in under 2 hours 40 minutes.
- The fielding restrictions and shorter total mean **par scores** are lower than T20 (usually 140–160 rather than 180–200).

### In short, to a cricket fan:
“It’s T20 with the boring bits cut out. 100 balls, no six-over blocks, more fluid bowling changes, and a second mini-powerplay later in the innings. Same skills, just a tighter, faster version that’s over before you get bored.”",In The Hundred there are no overs; bowlers bowl in sets of 5 or 10 balls.,VERIFIED_FALSE,"Official competition rules and other authoritative descriptions show overs are defined as five-ball units in The Hundred (i.e., overs still exist but are five balls long); however bowlers may indeed bowl either five or 10 consecutive balls. Thus the claim that 'there are no overs' is contradicted while the 5/10-ball set part is supported.",The Hundred rules bowlers bowl in sets of five or ten balls playing conditions ECB The Hundred format explanation,https://www.thehundred.com/info/competition-rules (Competition Rules - The Hundred) | https://en.wikipedia.org/wiki/The_Hundred_(cricket) (The Hundred (cricket) - Wikipedia)
seedfb_moderate_039,What is the largest county by surface area?,"**San Bernardino County, California, USA** (approximately 20,105 square miles / 52,072 km²).

This is the largest county (or county-equivalent administrative division) in the United States by land area. Note that some Alaskan census areas are larger but are not formally counties. If you're asking about a different country, let me know for a more tailored answer!",San Bernardino County is the largest county (or county-equivalent administrative division) in the United States by land area.,VERIFIED_FALSE,"The county is the largest in the contiguous United States (about 20,105 sq mi), but sources explicitly note that some Alaska boroughs and census areas are larger, so San Bernardino County is not the largest county-equivalent in the entire United States.",San Bernardino County largest county by land area United States county area list Census Bureau,"San Bernardino County, California - Wikipedia: https://en.wikipedia.org/wiki/San_Bernardino_County,_California"
seedfb_moderate_040,can i use clotrimazole  and e45 itch relief at the same time?,"**Yes, you can generally use clotrimazole and E45 Itch Relief at the same time**, but with a few practical steps:

### How to use them together safely
- **Apply clotrimazole first** — Clean and dry the area, then put on a thin layer of clotrimazole cream.
- **Wait 10–15 minutes** — Let it absorb.
- **Then apply E45 Itch Relief** — Use it as a moisturiser/itch soother on top.

This order works because clotrimazole is the active antifungal treatment, while E45 Itch Relief mainly helps with dryness and itching (it’s an emollient-type cream).

### Important notes
- They don’t have any major known interactions when used topically.
- If your itching is very intense, E45 can help while the clotrimazole works on the underlying fungal cause.
- Don’t mix them in the same layer or apply E45 right on top without waiting, as it can dilute the antifungal.

**When to check with a pharmacist or doctor instead:**
- If symptoms don’t improve after 7–14 days
- If the area is very inflamed, weeping, or spreading
- If you’re unsure whether it’s definitely a fungal infection

For personalised advice, especially if you have sensitive skin or other skin conditions, it’s best to ask a pharmacist.",Wait 10–15 minutes after applying clotrimazole to let it absorb before applying E45 Itch Relief.,VERIFIED_FALSE,NHS and UK guidance recommend waiting 20–30 minutes between applying an emollient and another topical treatment to avoid dilution; this contradicts the 10–15 minute interval stated.,clotrimazole application wait time before applying emollient E45 Itch Relief manufacturer guidance | E45 Itch Relief manufacturer guidance clotrimazole wait time emollient instructions,https://www.nhs.uk/tests-and-treatments/emollients/ (Emollients - NHS) | https://www.bad.org.uk/pils/emollient-use-in-skin-conditions/ (British Association of Dermatologists - Emollient use) | https://www.nhs.uk/medicines/betamethasone-skin/how-and-when-to-use-betamethasone-for-skin/ (NHS - betamethasone guidance)
seedfb_hard_042,what are alternatives to the tesla model 3,"Here are some strong alternatives to the Tesla Model 3, broken down by category. I focused mainly on electric vehicles in a similar price range ($35K–$55K), size, and performance level.

### Direct EV Competitors

| Model                  | Price Range (approx.) | Range (EPA est.) | Key Strengths                          | Weaknesses vs Model 3                  | Best For |
|------------------------|-----------------------|------------------|----------------------------------------|----------------------------------------|----------|
| **BMW i4**            | $45K–$65K            | 250–320 mi      | Excellent build quality, handling, premium interior | More expensive, slightly less efficient | Driving enthusiasts |
| **Polestar 2**        | $45K–$55K            | 270–320 mi      | Clean minimalist design, fast charging, good performance | Smaller dealer network, infotainment learning curve | Tesla fans wanting something different |
| **Hyundai Ioniq 6**   | $38K–$52K            | 270–360 mi      | Class-leading range, stylish, strong warranty | Rear headroom is tight, less sporty handling | Maximum range on a budget |
| **Kia EV6**           | $42K–$55K            | 250–310 mi      | Fast charging, versatile crossover shape, warranty | Not a sedan (more crossover) | People who want more space/utility |
| **Genesis G80 EV**    | $52K–$70K            | 280–300 mi      | Luxury interior, very comfortable, strong warranty | Larger and more expensive than Model 3 | Buyers wanting luxury |
| **Nissan Leaf**       | $28K–$35K            | 150–212 mi      | Cheapest new EV option, simple to drive | Outdated tech, slower charging, shorter range | Budget buyers okay with compromises |

### Other Notable Mentions

- **Volkswagen ID.4** — More of a compact crossover but very practical and well-equipped.
- **Chevrolet Equinox EV** — Newer, more affordable option (~$35K) with decent range.
- **Lucid Air** (Pure or Touring) — If you can stretch the budget, it offers significantly better range and efficiency than the Model 3.
- **BYD Seal** — Excellent value in markets where it's available (not yet in the U.S.).

### Non-EV Alternatives
If you're open to gas or hybrid options in a similar size/price range:
- **Honda Civic** / **Toyota Corolla** — Reliable daily drivers
- **BMW 3 Series** or **Audi A4** — Premium gas alternatives with strong performance
- **Toyota Camry Hybrid** — Great efficiency without going full electric

**Quick Recommendation:**
- Want the closest experience to a Model 3? → **BMW i4** or **Polestar 2**
- Want better range/value? → **Hyundai Ioniq 6**
- Want something cheaper? → **Hyundai Ioniq 5** (crossover) or wait for the **Chevrolet Equinox EV**

Would you like me to narrow this down based on specific priorities (range, price, performance, luxury, etc.)?",The BMW i4 has an approximate price range of $45K–$65K.,VERIFIED_FALSE,"Recent MSRP listings place the new BMW i4 well above the claimed $45K lower bound and often above $65K at the top end (e.g., KBB and MotorTrend show starting MSRPs around $57–59K and top trims near $71–72K).",BMW i4 price range 2024 2023 MSRP review BMW i4 price Kelley Blue Book Edmunds Motor Trend,https://www.kbb.com/bmw/i4/ | https://www.motortrend.com/cars/bmw/i4/
seedfb_moderate_042,which country has the least average working hours per week?,"The country with the **lowest average working hours per week** is the **Netherlands**.

### Latest Data (OECD, 2023)
According to OECD statistics on **average usual weekly hours worked**:

| Rank | Country          | Avg. Weekly Hours | Notes |
|------|------------------|-------------------|-------|
| 1    | **Netherlands**  | **32.1 hours**    | Lowest in OECD |
| 2    | Germany          | 34.0 hours        | Strong labor protections |
| 3    | Norway           | 33.8 hours        | High part-time work |
| 4    | Denmark          | 33.7 hours        | Good work-life balance |
| 5    | France           | 35.0 hours        | 35-hour workweek law |

### Why the Netherlands?
- Very high rate of **part-time work** (especially among women and parents).
- Strong culture of work-life balance.
- Flexible working arrangements are very common.

### Important Notes:
- These figures are for **OECD countries** (where data is most reliable).
- If we include non-OECD countries, data becomes less consistent, but most European countries with strong labor laws still rank at the bottom.
- Countries with the **longest** working hours are typically Mexico, Colombia, and South Korea.

**Summary**: The **Netherlands** currently has the shortest average working week in the world.",Germany has an average weekly hours of 34.0 hours according to the table.,VERIFIED_FALSE,"Eurostat's 'Actual and usual hours of work' reports Germany's average weekly hours as 34.6, which contradicts the claim of 34.0 hours.",Germany average weekly working hours table labor statistics OECD Eurostat ILO 34.0,https://ec.europa.eu/eurostat/statistics-explained/index.php?title=Actual_and_usual_hours_of_work (Eurostat: Actual and usual hours of work)
seedfb_hard_043,Give me a review of CRTO (Certified red team operator). Is it worth it or the alternatives are better,"**CRTO (Certified Red Team Operator)** is one of the better practical red team certifications available right now, especially if you're focused on **Active Directory** and modern Windows/red team tradecraft. Here's a direct, no-hype review.

### What CRTO Actually Is
- Made by **RastaMouse** (Zero Point Security).
- Heavy focus on **Active Directory attacks**, C2 (mainly Cobalt Strike + custom tooling), evasion, and red team operations in Windows environments.
- The course is very hands-on with a lab environment + a realistic exam (you have to compromise a full environment within a time limit).
- Price is usually around **$450–500** (one-time, includes 60 days lab + one exam attempt).

### Pros
- **Excellent practical value**: One of the few courses that actually teaches you how to chain AD attacks properly (Kerberoasting, ADCS abuse, delegation, etc.) instead of just theory.
- Good coverage of **Cobalt Strike** and basic evasion techniques.
- The exam is respected in the community — passing it actually means you can do the work.
- Much cheaper than most Offensive Security exams while being more red-team focused than OSCP.
- RastaMouse updates the material reasonably often.

### Cons
- **Very Windows/AD-centric**. If you want Linux, cloud, or web app red teaming, this won't give you much.
- Some parts of the material feel a bit dated (especially around tooling and newer EDR bypasses), though the core AD techniques are still solid.
- Not as prestigious as OSCP/OSEP for getting past HR filters.
- Limited reporting or ""business"" side of red teaming.

### Is It Worth It?

| Goal | Worth It? | Better Alternative | Notes |
|------|---------|---------------------|-------|
| **Learn practical AD red teaming** | Yes | CRTO | Best price/performance in this niche |
| **Get a respected cert for jobs** | Maybe | OSCP → OSEP | OSCP still carries more weight |
| **Broad red team skills** | No | OSEP or PNPT | CRTO is too narrow |
| **Budget + hands-on** | Yes | CRTO or CRTP | CRTO edges out CRTP for most people |
| **Cloud + modern tradecraft** | No | OSEP or custom learning | CRTO is weak here |

### Better Alternatives

| Certification | Price | Focus | Verdict vs CRTO |
|---------------|-------|-------|-----------------|
| **OSEP** (OffSec) | ~$1,599 | Red team + AD + evasion | More comprehensive, more respected, much more expensive |
| **CRTP** (Altered Security) | ~$400 | AD-focused | Very similar, slightly easier, good alternative |
| **PNPT** (TCM Security) | ~$400 | Practical pentesting + light red team | Broader but less deep on AD |
| **OSCP** | ~$1,599 | General pentesting | Better for jobs, less red-team focused |
| **HackTheBox / ZeroPoint labs** | Varies | Practice only | Great supplement, no cert |

### Bottom Line

- **Get CRTO if**: You want solid practical AD red team skills on a budget and already have some pentesting experience. It's genuinely one of the best ""bang for buck"" options in the red team space.
- **Skip it if**: You're looking for a high-prestige cert or want broader red team skills (Linux, cloud, initial access, etc.). In that case, **OSEP** is the better long-term investment.

**Recommendation**: CRTO is worth doing, but treat it as a **specialized course** rather than a replacement for OSCP/OSEP. Many people do CRTO + OSEP (or CRTO + PNPT) and get good results.","CRTO price is usually around $450–500 and the cost is one-time, including 60 days lab and one exam attempt.",VERIFIED_FALSE,"Retrieved sources show different pricing and lab durations for CRTO (e.g., a review states the course costs £349 and includes 1 hour of lab time, and the official description/other pages state the exam provides 48 hours of lab access over four days), contradicting the claim of a usual $450–500 price that includes 60 days lab.",CRTO certification price cost exam includes 60 days lab one exam attempt Corero CRTO or company Offensive Security PentesterLab CRTO training | CRTO Certified Red Team Operator price includes lab days exam attempt official pricing 2024 | CRTO Certified Red Team Operator official price lab days exam attempt Zero-Point Security CRTO pricing 2024,https://thehackerish.com/crto-certified-red-team-operator-honest-review/ (CRTO (Certified red team operator) honest review) | https://www.cobalt.io/learning-center/what-is-crto (What Is CRTO? - Cobalt)
seedfb_moderate_043,"Explain the provisions relating to proxy under the Companies Act, 2013.","**Provisions Relating to Proxy under the Companies Act, 2013**

Proxy provisions are primarily governed by **Section 105** of the Companies Act, 2013, read with the Companies (Management and Administration) Rules, 2014. A proxy is a person appointed by a member to attend and vote at a general meeting on his/her behalf.

### 1. Right to Appoint a Proxy (Section 105(1))
- Every member of a company who is **entitled to attend and vote** at a meeting can appoint a proxy.
- A proxy need **not** be a member of the company.
- In a company **having share capital**, a member may appoint **one** proxy.
- In a company **not having share capital**, a member can appoint a proxy **only if the Articles of Association** permit it.
- A member of a **One Person Company (OPC)** cannot appoint a proxy (as there is only one member).

### 2. Notice of Right to Appoint Proxy
- Every notice of a general meeting must clearly state that a member is entitled to appoint a proxy and that the proxy need not be a member.
- Failure to mention this in the notice makes the meeting invalid.

### 3. Instrument of Proxy
- The appointment must be made through a **written instrument** (Proxy Form).
- The form must be signed by the member (or his authorised representative).
- The proxy form is usually in **Form MGT-11**.
- A member may appoint different proxies for different resolutions or meetings.

### 4. Deposit of Proxy Form (Section 105(4))
- The proxy form must be deposited with the company **at least 48 hours** before the meeting.
- If the meeting is adjourned, a fresh proxy can be deposited for the adjourned meeting (again 48 hours before).

### 5. Rights and Limitations of a Proxy
- A proxy can **attend** the meeting and **vote** on a **poll** (or through electronic voting).
- A proxy **cannot** speak at the meeting or vote on a **show of hands** (unless the Articles provide otherwise).
- One person can be appointed as proxy by **multiple members**. However, for companies with share capital, a person can act as proxy for **not more than 50 members** (with aggregate shareholding not exceeding 10% of total share capital), as per the Rules.

### 6. Revocation of Proxy (Section 105(5))
- A member can **revoke** the proxy at any time before the meeting by giving written notice to the company.
- If the member attends the meeting in person after appointing a proxy, the proxy is automatically revoked.
- Death or insanity of the member also revokes the proxy (if intimated to the company before the meeting).

### 7. Special Provisions
- **Listed Companies / Companies with 1000+ members**: Must provide e-voting facility. Members can still appoint proxies, but e-voting has become the preferred mode.
- **Private Companies**: The restrictions on the number of proxies a person can represent (under the Rules) do not apply unless the Articles provide otherwise.
- **Postal Ballot**: Proxies are not permitted for resolutions passed through postal ballot.

### 8. Proxy vs. Representative
- A proxy is appointed by an **individual member**.
- A body corporate (company) appoints a **representative** under **Section 113**, who has all the rights of a member (including speaking and voting on show of hands). This is different from a proxy.

These provisions ensure that members who cannot attend meetings in person can still participate in decision-making while maintaining procedural safeguards.","In a company having share capital, a member may appoint one proxy.",VERIFIED_FALSE,Legislation from other common-law jurisdictions shows that a member of a company having a share capital may appoint more than one proxy (contradicting the blanket statement that only one proxy may be appointed).,company law member may appoint one proxy share capital appointment of proxy rules,Companies Act 2006 (UK) — Proxies (legislation.gov.uk) https://www.legislation.gov.uk/ukpga/2006/46/part/13/chapter/3/crossheading/proxies | Companies Act 1967 (Singapore) — Companies Act (sso.agc.gov.sg) https://sso.agc.gov.sg/Act/CoA1967?ProvIds=pr181-
seedfb_hard_044,Please list several academic papers on the importance of research project review,"Here are several relevant academic papers on the importance of research project review (focusing on peer review of proposals, ethics/IRB oversight, post-project evaluation, and quality assurance in research management). I've prioritized peer-reviewed sources that discuss its role in ensuring rigor, ethics, funding decisions, and scientific integrity:

1. **The importance of peer review in research funding decisions**  
   van den Besselaar, P., & Sandström, U. (2017). *Research Evaluation*, 26(3), 212–224.  
   Examines how structured review processes improve the selection and impact of funded research projects.

2. **Research ethics review: The importance of independent oversight for project integrity**  
   Emanuel, E. J., et al. (2000). *JAMA*, 283(20), 2701–2711.  
   Highlights the critical function of institutional review boards (IRBs) in safeguarding research projects involving human subjects.

3. **Post-project review as a tool for organizational learning in R&D**  
   von Zedtwitz, M. (2002). *R&D Management*, 32(3), 255–268.  
   Demonstrates how systematic reviews of completed research projects enhance future project success and knowledge retention.

4. **Peer review and the evaluation of research project proposals: Strengths and limitations**  
   Bornmann, L. (2011). *Research Evaluation*, 20(1), 15–27.  
   Analyzes the value of peer review mechanisms in assessing the feasibility, novelty, and potential impact of proposed research.

5. **The role of project review in maintaining research quality and accountability**  
   Wessely, S. (1998). *The Lancet*, 352(9134), 1148–1150.  
   Discusses how regular review processes mitigate bias, waste, and ethical risks in academic and clinical research projects.

These papers are available via academic databases like Google Scholar, JSTOR, or publisher sites (e.g., Oxford Academic, SAGE). If you'd like summaries, full citations with DOIs, or papers on a more specific angle (e.g., clinical trials or grant panels), let me know!","Emanuel, E. J., et al. (2000) published a paper titled ""Research ethics review: The importance of independent oversight for project integrity"" in JAMA, 283(20), 2701–2711.",VERIFIED_FALSE,"PubMed and citation records show Emanuel EJ et al. (2000) published a JAMA article with volume/issue/pages 283(20):2701–2711 titled ""What makes clinical research ethical?"", not ""Research ethics review: The importance of independent oversight for project integrity.""",Emanuel 2000 research ethics review independent oversight project integrity JAMA 2000 Emanuel 283(20) 2701 2711,"https://pubmed.ncbi.nlm.nih.gov/10819955/ (PubMed record for Emanuel EJ et al., 2000) | JAMA citation: Emanuel EJ, Wendler D, Grady C. What makes clinical research ethical? JAMA. 2000;283(20):2701-2711. DOI:10.1001/jama.283.20.2701"
seedfb_hard_048,what are the closest airports to rzeszow,"Here are the closest airports to **Rzeszów** (Poland), ranked by distance:

| Rank | Airport | Code | Distance | Driving Time | Notes |
|------|---------|------|----------|--------------|-------|
| 1 | **Rzeszów-Jasionka Airport** | **RZE** | ~10 km | 15–20 min | The main and closest airport to Rzeszów. Serves both domestic and international flights. |
| 2 | **Kraków Airport** | **KRK** | ~155–160 km | ~1h 50m – 2h | The most popular alternative. Many more international flights than RZE. |
| 3 | **Lublin Airport** | **LUZ** | ~140 km | ~1h 50m | Smaller airport with limited flights. |
| 4 | **Lviv Airport** (Ukraine) | **LWO** | ~190 km | ~2h 30m+ | Crosses the border, so travel time can vary significantly. |
| 5 | **Katowice Airport** | **KTW** | ~220 km | ~2h 30m | Mainly used for Ryanair and Wizz Air flights. |

### Quick Recommendations:

- **Best option**: Fly into **Rzeszów-Jasionka (RZE)** if your flight is available — it’s by far the most convenient.
- **Most common alternative**: **Kraków (KRK)** — usually has more flight options and good bus/train connections to Rzeszów (about 2–2.5 hours).

Would you like recommendations based on specific airlines or destinations you're flying from?",Kraków Airport is approximately 155–160 km from Rzeszów,VERIFIED_FALSE,"Multiple travel/distance sources place the distance between Kraków (KRK) and Rzeszów (RZE) at about 168–185 km (≈180–185 km driving), which contradicts the claim of ~155–160 km.",Kraków Airport distance to Rzeszów kilometers road distance Krakow Balice to Rzeszow distance,Rome2rio — Krakow Airport to Rzeszów (search snippet: 'The distance between Krakow Airport and Rzeszów is 168 km. The road distance is 180.3 km.') | AirMilesCalculator — Distance KRK to RZE (driving distance 114 miles / 183.5 km) | TravelMath — Driving Distance from RZE to KRK (115 miles / 185 kilometers)
seedfb_hard_049,how to make fried shrimp with scrambled egg?,"**Fried Shrimp with Scrambled Eggs** (simple Chinese-style stir-fry)

This is a quick one-pan dish where shrimp is lightly fried then mixed with soft scrambled eggs.

### Ingredients (2 servings)
- 200g (7 oz) shrimp, peeled and deveined
- 4 large eggs
- 2 green onions, chopped
- 2 cloves garlic, minced
- ½ tsp salt (or to taste)
- ¼ tsp white pepper (or black pepper)
- 1 tsp soy sauce (optional)
- 3–4 tbsp neutral oil (vegetable or canola)
- Optional: 1 tsp cornstarch + 1 tsp water (for velvet texture on shrimp)

### Instructions

1. **Prep the shrimp**  
   Pat shrimp very dry with paper towels. Season with a pinch of salt and pepper.  
   (Optional: Mix shrimp with cornstarch slurry for a slightly crispier, silkier texture.)

2. **Beat the eggs**  
   Crack eggs into a bowl, add a pinch of salt, and beat well. Set aside.

3. **Cook the shrimp**  
   Heat 2 tablespoons oil in a wok or nonstick pan over medium-high heat.  
   Add shrimp in a single layer and fry 1–2 minutes per side until they turn pink and slightly golden at the edges. Remove shrimp to a plate.

4. **Scramble the eggs**  
   Add another tablespoon of oil to the same pan. Pour in the beaten eggs.  
   Let them set for a few seconds, then gently scramble until they’re about 70% cooked (still a bit runny).

5. **Combine**  
   Add the cooked shrimp back into the pan along with minced garlic and green onions.  
   Stir everything together quickly for 20–30 seconds. Add soy sauce if using.  
   Turn off the heat while the eggs are still soft and creamy.

6. **Serve**  
   Serve immediately with rice.

### Tips
- Don’t overcook the eggs — they should stay soft and slightly custardy.
- For extra flavor, add a dash of Shaoxing wine or sesame oil at the end.
- Want it crispier? Deep-fry the shrimp first, then toss with freshly scrambled eggs.

Ready in about 15 minutes. Enjoy!",Use 1/4 teaspoon white pepper (or black pepper).,VERIFIED_FALSE,"Retrieved culinary guidance states black pepper is sharper than white pepper and recommends cutting the amount in half when substituting, contradicting the claim that you can use the same 1/4 teaspoon measurement of black pepper interchangeably with white pepper.",white pepper black pepper 1/4 teaspoon recipe seasoning suggestion source | recipe use one quarter teaspoon white pepper or black pepper substitution recommendation source recipe instruction,White Pepper Substitutes | Guide for 2026 — Cozymeal (https://www.cozymeal.com/magazine/white-pepper-substitute)
seedfb_moderate_050,What are some good uses for overripe avocados?,"Overripe avocados (soft, spotty, or slightly brown inside) are still perfectly usable in many recipes as long as they don't smell sour or show mold. Their creamy texture actually works to your advantage. Here are some of the best ways to use them:

### Savory Dishes
- **Guacamole or dips**: The extra softness makes them mash effortlessly. Mix with lime, salt, garlic, onion, and cilantro. The slight bitterness from overripeness is usually masked well.
- **Salad dressings or sauces**: Blend with olive oil, vinegar or lime, herbs, and garlic for a creamy avocado dressing that works on greens, grain bowls, or tacos.
- **Soups**: Purée into chilled avocado soup with cucumber, yogurt, and herbs, or stir into warm soups (like tortilla soup) right before serving for richness.

### Sweet & Baked Uses
- **Chocolate avocado pudding or mousse**: Blend with cocoa powder, sweetener, vanilla, and a pinch of salt. The chocolate completely hides any overripe flavor, and the texture is ultra-creamy.
- **Baking substitute**: Use as a replacement for butter or oil in brownies, muffins, or banana bread (about ½ avocado per ½ cup butter). It adds moisture and a subtle richness.
- **Smoothies**: Throw into a fruit or green smoothie with banana, berries, spinach, or peanut butter. Freezing the avocado first gives it an ice-cream-like consistency.

### Other Creative Ideas
- **Avocado ice cream or nice cream**: Blend frozen overripe avocado with frozen banana, cocoa, and a little maple syrup, then freeze for a dairy-free treat.
- **Face or hair mask**: Mash with honey or yogurt for a moisturizing DIY treatment (great for dry skin or hair).

**Pro tip**: If you have several on hand, mash them with lemon or lime juice, portion into ice cube trays or freezer bags, and freeze. They’ll keep for 3–4 months and are easy to pull out for any of the above uses.",Overripe avocados have a creamy texture.,VERIFIED_FALSE,"Reliable food guidance sources describe overripe avocados as brown, stringy or mushy and often bitter rather than having a pleasant creamy texture.",avocado ripeness texture overripe creamy food science extension,BBC Good Food — How to use and store avocados (https://www.bbcgoodfood.com/howto/guide/avocado-how-use-store) | Healthline — How to Tell if an Avocado Is Bad (https://www.healthline.com/nutrition/how-to-tell-if-avocado-is-bad)
